latitude,longitude,psc,uarfcn
9.9521316,105.8498723,415,10562
9.9520139,105.8500289,415,10587
9.9518929,105.8501893,415,10587
9.951766,105.850358,415,10612
9.9516357,105.8505278,415,10587
9.9515065,105.8506978,415,10562
9.9513751,105.8508732,415,10612
9.9512427,105.85105,415,10612
9.9511072,105.8512289,415,10562
9.9509763,105.8514027,415,10562
9.9508499,105.8515706,415,10562
9.9507258,105.851734,415,10562
9.9506045,105.8518931,415,10562
9.9504822,105.8520523,415,10587
9.950366,105.85221,415,10587
9.950247,105.8523702,415,10587
9.9501246,105.8525371,480,10562
9.9500007,105.852707,415,10587
9.9498752,105.8528781,415,10587
9.9497509,105.8530452,415,10562
9.9496298,105.8532047,415,10612
9.9495234,105.8533548,415,10587
9.949424,105.8534979,415,10587
9.9493118,105.8536383,480,10562
9.9491876,105.8537813,480,10562
9.9490626,105.8539361,480,10562
9.948937,105.8540958,480,10612
9.948814,105.8542556,480,10612
9.9486862,105.8544233,431,10587
9.9485601,105.8545897,431,10587
9.9484453,105.8547446,480,10562
9.9483458,105.8548798,480,10612
9.9482478,105.8550101,480,10562
9.948147,105.8551453,480,10612
9.948045,105.8552825,431,10612
9.9479302,105.8554352,431,10587
9.947805,105.8556044,431,10562
9.9476754,105.8557821,431,10562
9.9475395,105.855966,431,10587
9.9474013,105.8561465,431,10587
9.9472643,105.8563267,431,10587
9.9471275,105.856506,431,10587
9.9469921,105.856684,431,10587
9.9468612,105.8568578,431,10587
9.9467346,105.857029,431,10587
9.9466057,105.8571998,480,10562
9.946476,105.8573707,431,10587
9.9463455,105.8575406,431,10587
9.946213,105.8577165,423,10587
9.9460786,105.857894,423,10562
9.945949,105.8580679,480,10562
9.9458206,105.8582365,480,10612
9.9456924,105.8584074,480,10612
9.9455676,105.8585712,480,10562
9.945444,105.8587321,480,10612
9.9453279,105.8588826,480,10612
9.9452164,105.8590285,480,10612
9.9451011,105.8591821,480,10612
9.9449836,105.8593374,423,10587
9.9448746,105.8594842,480,10562
9.9447793,105.859615,480,10612
9.9446751,105.8597565,480,10612
9.9445591,105.8599108,480,10612
9.9444393,105.8600688,480,10612
9.9443158,105.8602335,480,10612
9.9441962,105.860394,480,10587
9.9440745,105.8605539,480,10562
9.9439509,105.8607139,480,10562
9.9438302,105.8608744,480,10587
9.9437136,105.8610303,480,10612
9.9435987,105.8611773,480,10562
9.9434805,105.8613267,480,10612
9.9433691,105.8614723,480,10562
9.9432583,105.861618,480,10562
9.9431458,105.8617675,480,10612
9.9430309,105.8619181,480,10562
9.9429206,105.8620645,480,10562
9.9428197,105.8621989,480,10562
9.94273,105.862322,480,10587
9.9426359,105.8624462,480,10612
9.9425364,105.8625746,480,10562
9.9424324,105.862714,480,10562
9.9423258,105.8628503,480,10562
9.9422145,105.8629816,480,10612
9.9421138,105.8631138,480,10562
9.9420136,105.8632524,480,10587
9.9419071,105.8633934,480,10587
9.9417977,105.8635361,496,10562
9.9416826,105.8636879,496,10562
9.9415624,105.8638483,496,10562
9.9414393,105.8640119,496,10562
9.9413177,105.8641688,496,10587
9.9412012,105.8643264,496,10587
9.9410993,105.8644852,496,10587
9.9410086,105.8646457,496,10587
9.9409268,105.8648009,496,10562
9.9408564,105.864947,496,10612
9.9407933,105.8650931,496,10587
9.9407383,105.8652437,496,10612
9.9406898,105.865406,496,10562
9.9406401,105.8655736,496,10612
9.9405871,105.8657468,496,10587
9.9405386,105.8659139,496,10587
9.9404935,105.8660704,496,10612
9.9404776,105.8661263,488,10562
9.9404028,105.866403,496,10612
9.9403728,105.8664398,496,10562
9.9403394,105.8664642,496,10587
9.9402814,105.8664558,496,10587
9.9402101,105.8664082,496,10587
9.9401281,105.8663385,496,10587
9.9400409,105.8662627,496,10587
9.9399472,105.8661828,496,10562
9.9398407,105.8661034,496,10562
9.939725,105.866011,496,10587
9.9396051,105.8659118,496,10587
9.9394842,105.8658068,496,10562
9.9393631,105.8656973,496,10587
9.9392389,105.8655867,496,10587
9.9391083,105.8654739,496,10587
9.9389744,105.865358,496,10562
9.9388443,105.8652419,496,10587
9.938718,105.8651343,496,10612
9.9385956,105.8650331,496,10587
9.9384773,105.8649345,496,10587
9.9383515,105.8648255,496,10587
9.9382188,105.8647133,496,10587
9.9380843,105.8645979,496,10587
9.9379522,105.8644866,496,10587
9.9378236,105.8643806,496,10612
9.9377129,105.864295,496,10587
9.9376221,105.8642262,496,10587
9.9375314,105.8641556,496,10587
9.9374392,105.8640847,496,10562
9.9373444,105.8640053,496,10562
9.9372417,105.8639034,496,10587
9.9371182,105.863778,496,10562
9.9369943,105.863649,496,10612
9.9368688,105.8635243,54,10587
9.9367495,105.8634019,54,10587
9.9366296,105.8632824,54,10587
9.9365047,105.8631551,54,10587
9.9363963,105.8630437,54,10612
9.9363169,105.8629626,54,10587
9.9362489,105.8628954,54,10587
9.9361768,105.862827,54,10587
9.936098,105.8627359,54,10587
9.9360042,105.8626345,54,10587
9.935893,105.8625215,54,10587
9.9357748,105.8624004,54,10587
9.9356592,105.8622851,54,10587
9.9355485,105.8621775,54,10587
9.9354402,105.8620774,54,10587
9.9353374,105.861963,54,10587
9.9352246,105.8618394,54,10612
9.9351059,105.8617143,54,10587
9.9349861,105.8615905,54,10587
9.9348645,105.8614678,54,10612
9.9347355,105.861348,54,10587
9.9346092,105.8612196,54,10587
9.9344813,105.8610842,54,10587
9.9343494,105.8609436,54,10587
9.9342169,105.8608055,54,10612
9.9340984,105.8606794,54,10587
9.9339996,105.8605776,54,10587
9.9339333,105.8605046,54,10587
9.9338604,105.8604275,54,10587
9.9337805,105.8603457,54,10612
9.9337,105.8602643,54,10587
9.9336089,105.8601734,54,10587
9.9334969,105.8600669,54,10612
9.9333601,105.8599622,54,10587
9.9332091,105.8598628,54,10587
9.9330655,105.8597626,54,10587
9.9329441,105.8596528,54,10612
9.9328294,105.8595426,54,10612
9.9327091,105.8594301,54,10612
9.9325921,105.8593181,422,10587
9.9324738,105.8592079,54,10587
9.9323506,105.8590997,54,10587
9.9322287,105.8589927,54,10612
9.9321042,105.8588812,54,10612
9.9319836,105.8587686,54,10612
9.9318607,105.8586549,54,10612
9.9317358,105.858538,54,10612
9.9316131,105.8584197,54,10587
9.9314911,105.8583025,54,10612
9.9313789,105.8581924,54,10587
9.931273,105.8580872,54,10587
9.9311717,105.8579808,54,10587
9.9310666,105.8578681,54,10587
9.9309496,105.8577449,54,10587
9.9308261,105.8576143,54,10612
9.9306959,105.8574736,54,10612
9.930568,105.8573312,54,10612
9.9304421,105.8571894,54,10587
9.9303086,105.8570399,54,10587
9.9301852,105.8568996,54,10587
9.930078,105.8567824,54,10587
9.9299746,105.8566705,54,10612
9.9298618,105.8565527,54,10612
9.9297293,105.8564202,54,10587
9.9295871,105.8562802,54,10587
9.9294448,105.8561405,54,10587
9.9293061,105.8560045,54,10587
9.9291776,105.8558778,54,10587
9.9290614,105.8557586,54,10587
9.9289366,105.8556356,54,10587
9.9288101,105.8555105,54,10612
9.9286823,105.8553845,54,10612
9.9285486,105.8552526,54,10612
9.9284145,105.8551197,54,10587
9.9282888,105.8549917,54,10587
9.9281793,105.8548842,54,10587
9.9280777,105.8547911,54,10612
9.9279752,105.8546834,54,10612
9.9278587,105.8545627,54,10612
9.92774,105.8544475,54,10587
9.927629,105.8543335,54,10612
9.9275197,105.8542218,54,10587
9.9274018,105.8541003,54,10587
9.9272802,105.8539817,54,10612
9.9271741,105.8538852,54,10612
9.9270796,105.8537882,54,10612
9.9269883,105.8536969,54,10587
9.9269157,105.8536269,54,10612
9.926866,105.8535701,70,10612
9.9268449,105.853526,54,10612
9.9268263,105.8534809,54,10612
9.9268324,105.8534378,54,10587
9.9268817,105.8534081,54,10612
9.9269502,105.8533774,54,10612
9.9270458,105.8533329,54,10587
9.9271484,105.8532775,54,10612
9.927264,105.8532167,54,10587
9.9273845,105.8531511,54,10587
9.927505,105.8530825,54,10587
9.9276237,105.8530129,54,10587
9.9277419,105.85294,54,10587
9.9278573,105.8528696,54,10587
9.9279744,105.8527986,54,10612
9.9281035,105.8527186,54,10612
9.9282395,105.8526332,54,10587
9.9283772,105.8525455,54,10587
9.9285165,105.8524586,54,10587
9.928654,105.85237,422,10587
9.9287904,105.8522818,422,10587
9.9289189,105.8521993,70,10587
9.9290509,105.852116,70,10587
9.9291861,105.8520288,54,10612
9.9293268,105.851941,54,10587
9.9294761,105.8518524,54,10612
9.9296241,105.851761,54,10587
9.9297701,105.8516683,54,10587
9.9299116,105.8515742,54,10587
9.9300272,105.8514899,54,10587
9.9300874,105.8513718,54,10587
9.9301126,105.8512215,54,10587
9.9301175,105.8510506,54,10587
9.9301332,105.8508707,422,10587
9.9301558,105.8506846,54,10612
9.9301621,105.8505014,54,10587
9.9301819,105.850319,70,10587
9.9301872,105.8501385,70,10612
9.9302035,105.8499558,70,10587
9.9301968,105.8497684,70,10587
9.9301497,105.8495736,70,10612
9.9301089,105.8493821,70,10612
9.9300866,105.8491956,70,10612
9.930064,105.849007,70,10612
9.930064,105.8488149,70,10587
9.9300916,105.8486185,70,10587
9.9301162,105.8484312,70,10612
9.9301377,105.8482594,70,10587
9.930144,105.848097,70,10612
9.9301689,105.8479597,70,10587
9.9301838,105.8478636,70,10587
9.9301838,105.8478173,70,10587
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,70,10612
9.9301838,105.8478173,70,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10587
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10587
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10587
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10612
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,70,10612
9.9301838,105.8478173,70,10612
9.9301838,105.8478173,70,10612
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.9301838,105.8478173,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,70,10587
9.930202,105.8478031,70,10612
9.930202,105.8478031,70,10612
9.930202,105.8478031,70,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,70,10612
9.930202,105.8478031,70,10612
9.930202,105.8478031,70,10612
9.930202,105.8478031,70,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10562
9.930202,105.8478031,485,10612
9.930202,105.8478031,70,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,70,10612
9.930202,105.8478031,70,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
9.930202,105.8478031,485,10612
